0.051	0.098	0.080	0.098	0.200
0.051	0.098	0.080	0.098	0.200
0.051	0.098	0.080	0.098	0.200
0.051	0.098	0.080	0.098	0.200
0.051	0.098	0.080	0.098	0.200
0.051	0.098	0.080	0.098	0.200
0.051	0.098	0.080	0.098	0.200
0.051	0.098	0.080	0.098	0.200
0.051	0.098	0.080	0.098	0.200
0.051	0.098	0.080	0.098	0.200
0.051	0.098	0.080	0.098	0.200
0.051	0.098	0.080	0.098	0.200
0.051	0.098	0.080	0.098	0.200
0.051	0.098	0.080	0.098	0.200
0.051	0.098	0.080	0.098	0.200
0.051	0.098	0.080	0.098	0.200
0.051	0.098	0.080	0.098	0.200
0.051	0.098	0.080	0.098	0.200
0.051	0.098	0.080	0.098	0.200
0.051	0.098	0.080	0.098	0.200
0.051	0.098	0.080	0.098	0.200
0.052	0.098	0.080	0.098	0.200
0.052	0.098	0.080	0.098	0.200
0.052	0.098	0.080	0.098	0.200
0.052	0.098	0.080	0.098	0.200
0.052	0.098	0.080	0.098	0.200
0.052	0.098	0.080	0.098	0.200
0.052	0.098	0.080	0.098	0.200
0.052	0.098	0.080	0.098	0.200
0.052	0.098	0.080	0.098	0.200
0.052	0.098	0.081	0.098	0.200
0.052	0.098	0.081	0.098	0.200
0.052	0.098	0.081	0.098	0.200
0.052	0.098	0.081	0.098	0.200
0.052	0.098	0.081	0.098	0.200
0.052	0.098	0.081	0.098	0.200
0.052	0.098	0.081	0.098	0.200
0.052	0.098	0.081	0.098	0.200
0.052	0.098	0.081	0.098	0.200
0.052	0.098	0.081	0.098	0.200
0.052	0.098	0.081	0.098	0.200
0.052	0.098	0.081	0.098	0.200
0.052	0.098	0.081	0.098	0.200
0.052	0.098	0.081	0.098	0.200
0.053	0.098	0.081	0.098	0.200
0.053	0.098	0.081	0.098	0.200
0.053	0.098	0.081	0.098	0.200
0.053	0.098	0.081	0.098	0.200
0.053	0.098	0.081	0.098	0.200
0.053	0.098	0.081	0.098	0.200
0.053	0.098	0.081	0.098	0.200
0.053	0.098	0.081	0.098	0.200
0.053	0.098	0.081	0.098	0.200
0.053	0.098	0.081	0.098	0.200
0.053	0.098	0.081	0.098	0.200
0.053	0.098	0.081	0.098	0.200
0.053	0.098	0.081	0.098	0.200
0.053	0.098	0.082	0.098	0.200
0.053	0.098	0.082	0.098	0.200
0.053	0.098	0.082	0.098	0.200
0.054	0.098	0.082	0.098	0.200
0.051	0.101	0.074	0.115	0.200
0.047	0.107	0.061	0.138	0.200
0.041	0.115	0.047	0.156	0.200
0.032	0.124	0.036	0.161	0.200
0.024	0.131	0.031	0.148	0.200
0.015	0.134	0.035	0.119	0.200
0.008	0.133	0.048	0.081	0.200
0.004	0.126	0.070	0.043	0.200
0.003	0.113	0.096	0.014	0.200
0.007	0.094	0.123	0.001	0.200
0.015	0.072	0.145	0.007	0.200
0.028	0.048	0.160	0.030	0.200
0.045	0.027	0.162	0.062	0.200
0.065	0.010	0.153	0.096	0.200
0.087	0.000	0.131	0.122	0.200
0.108	0.001	0.101	0.134	0.200
0.126	0.012	0.068	0.132	0.200
0.140	0.034	0.037	0.119	0.200
0.149	0.065	0.013	0.103	0.200
0.150	0.102	0.003	0.094	0.200
0.147	0.140	0.016	0.086	0.200
0.137	0.169	0.041	0.071	0.200
0.122	0.190	0.074	0.060	0.200
0.103	0.199	0.108	0.061	0.200
0.083	0.197	0.138	0.077	0.200
0.062	0.185	0.158	0.105	0.200
0.043	0.167	0.167	0.141	0.200
0.028	0.144	0.162	0.174	0.200
0.016	0.120	0.147	0.195	0.200
0.009	0.098	0.123	0.200	0.200
0.006	0.079	0.095	0.185	0.200
0.008	0.067	0.069	0.154	0.200
0.012	0.061	0.048	0.114	0.200
0.020	0.060	0.035	0.075	0.200
0.028	0.065	0.032	0.047	0.200
0.036	0.072	0.037	0.034	0.200
0.044	0.081	0.049	0.039	0.200
0.051	0.089	0.063	0.058	0.200
0.055	0.095	0.076	0.081	0.200
0.057	0.098	0.084	0.098	0.200
0.057	0.098	0.084	0.098	0.200
0.057	0.098	0.084	0.098	0.200
0.058	0.098	0.084	0.098	0.200
0.058	0.098	0.084	0.098	0.200
0.058	0.098	0.085	0.098	0.200
0.058	0.098	0.085	0.098	0.200
0.058	0.098	0.085	0.098	0.200
0.058	0.098	0.085	0.098	0.200
0.058	0.098	0.085	0.098	0.200
0.058	0.098	0.085	0.098	0.200
0.058	0.098	0.085	0.098	0.200
0.059	0.098	0.085	0.098	0.200
