00000000 	6.001e-67		
00000001 	5.70095e-67		
00000002 	5.41591e-67		
00000003 	5.14511e-67		
00000004 	4.88785e-67		
00000005 	4.64346e-67		
00000006 	4.41129e-67		
00000007 	4.19072e-67		
00000008 	3.98119e-67		
00000009 	3.78213e-67		
00000010 	3.59302e-67		
00000011 	3.41337e-67		
00000012 	3.2427e-67		
00000013 	3.08057e-67		
00000014 	2.92654e-67		
00000015 	2.78021e-67		
00000016 	2.6412e-67		
00000017 	2.50914e-67		
00000018 	2.38368e-67		
00000019 	2.2645e-67		
00000020 	2.15128e-67		
00000021 	2.04371e-67		
00000022 	1.94153e-67		
00000023 	1.84445e-67		
00000024 	1.75223e-67		
00000025 	1.66462e-67		
00000026 	1.58138e-67		
00000027 	1.50232e-67		
00000028 	1.4272e-67		
00000029 	1.35584e-67		
00000030 	1.28805e-67		
00000031 	1.22365e-67		
00000032 	1.16246e-67		
00000033 	1.10434e-67		
00000034 	1.04912e-67		
00000035 	9.96667e-68		
00000036 	9.46834e-68		
00000037 	8.99492e-68		
00000038 	8.54517e-68		
00000039 	8.11791e-68		
00000040 	7.71202e-68		
00000041 	7.32642e-68		
00000042 	6.9601e-68		
00000043 	6.61209e-68		
00000044 	6.28149e-68		
00000045 	5.96741e-68		
00000046 	5.66904e-68		
00000047 	5.38559e-68		
00000048 	5.11631e-68		
00000049 	4.8605e-68		
00000050 	4.61747e-68		
00000051 	4.3866e-68		
00000052 	4.16727e-68		
00000053 	3.9589e-68		
00000054 	3.76096e-68		
00000055 	3.57291e-68		
00000056 	3.39427e-68		
00000057 	3.22455e-68		
00000058 	3.06332e-68		
00000059 	2.91016e-68		
00000060 	2.76465e-68		
00000061 	2.62642e-68		
00000062 	2.4951e-68		
00000063 	2.37034e-68		
00000064 	2.25182e-68		
00000065 	2.13923e-68		
00000066 	2.03227e-68		
00000067 	1.93066e-68		
00000068 	1.83413e-68		
00000069 	1.74242e-68		
00000070 	1.6553e-68		
00000071 	1.57253e-68		
00000072 	1.49391e-68		
00000073 	1.41921e-68		
00000074 	1.34825e-68		
