tag	gts	dissoc	secr	timestamp
gts,10000,0.001,0.001,2026-08-29T20:48:48+03:00
gts,15000,0.001,0.001,2026-08-29T21:22:10+03:00
gts,20000,0.001,0.001,2026-08-29T22:07:19+03:00
timing,20000,0.0005,0.0005,2026-08-29T22:43:21+03:00
timing,20000,0.001,0.001,2026-08-29T23:20:18+03:00
timing,20000,0.002,0.002,2026-08-29T23:49:55+03:00
